"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mest",0,1.77572107598966,0.891,0.494,0,"0","Mest"
"Cd7",0,1.72547230569469,0.996,0.603,0,"0","Cd7"
"Trf",0,1.65759204795629,0.92,0.429,0,"0","Trf"
"Tsc22d1",0,1.59234156728996,0.863,0.502,0,"0","Tsc22d1"
"Cdk11b",0,1.47222858415393,0.891,0.64,0,"0","Cdk11b"
"Ptp4a1",0,1.43813926829717,0.994,0.868,0,"0","Ptp4a1"
"Cd3g",0,1.42682485463862,0.998,0.788,0,"0","Cd3g"
"Fermt2",0,1.41870471887954,0.905,0.342,0,"0","Fermt2"
"Cd3e",0,1.41655054246717,0.992,0.712,0,"0","Cd3e"
"Rgs1",0,1.3394895934804,0.999,0.918,0,"0","Rgs1"
"Slc25a3",0,1.32427210675976,0.991,0.957,0,"0","Slc25a3"
"Tnfrsf9",0,1.31932527269989,0.96,0.711,0,"0","Tnfrsf9"
"Il12rb2",0,1.3124111864085,0.837,0.378,0,"0","Il12rb2"
"Amd1",0,1.28817321053076,0.918,0.597,0,"0","Amd1"
"Crem",0,1.23309459238673,0.996,0.96,0,"0","Crem"
"Nkg7",0,1.23111802978475,0.986,0.65,0,"0","Nkg7"
"Cwc25",0,1.22576887279568,0.749,0.45,0,"0","Cwc25"
"Usmg5",0,1.22210504783442,0.984,0.92,0,"0","Usmg5"
"Rgs2",0,1.20022065748596,0.999,0.887,0,"0","Rgs2"
"Bpnt1",0,1.18777994843853,0.815,0.439,0,"0","Bpnt1"
"Avil",0,1.17567463713611,0.713,0.259,0,"0","Avil"
"Areg",0,1.15121728441003,0.753,0.539,0,"0","Areg"
"Dfna5",0,1.14540525168626,0.721,0.309,0,"0","Dfna5"
"Gem",0,1.13235679715243,0.931,0.66,0,"0","Gem"
"Emd",0,1.12877151402105,0.925,0.74,0,"0","Emd"
"Cd3d",0,1.12852497814619,0.954,0.657,0,"0","Cd3d"
"Ctla2a",0,1.1274511720817,0.996,0.812,0,"0","Ctla2a"
"Sytl3",0,1.12239124885808,0.868,0.535,0,"0","Sytl3"
"Sult2b1",0,1.10521978880233,0.66,0.293,0,"0","Sult2b1"
"Klrd1",0,1.08684688087564,0.767,0.365,0,"0","Klrd1"
"Anapc2",0,1.08647647468945,0.692,0.408,0,"0","Anapc2"
"Dapk2",0,1.08258242911926,0.651,0.26,0,"0","Dapk2"
"Cited2",0,1.08223089684807,0.834,0.6,0,"0","Cited2"
"Map1b",0,1.08068526332822,0.591,0.25,0,"0","Map1b"
"Ssna1",0,1.0791326576956,0.745,0.544,0,"0","Ssna1"
"Wbp5",0,1.07725072970276,0.797,0.536,0,"0","Wbp5"
"Cela1",0,1.07668617039907,0.582,0.223,0,"0","Cela1"
"Atp1b1",0,1.07389461437591,0.676,0.273,0,"0","Atp1b1"
"Hk2",0,1.06321425158827,0.788,0.482,0,"0","Hk2"
"Prkacb",0,1.06195769186702,0.744,0.39,0,"0","Prkacb"
"Dnajb6",0,1.04750012839456,0.924,0.834,0,"0","Dnajb6"
"Lin54",0,1.04401299671819,0.738,0.39,0,"0","Lin54"
"Zc3h13",0,1.04375994368169,0.79,0.503,0,"0","Zc3h13"
"Matk",0,1.03008329298604,0.623,0.254,0,"0","Matk"
"Xcl1",0,1.02978608216825,0.506,0.211,0,"0","Xcl1"
"Ctsw",0,1.00399653752148,0.799,0.427,0,"0","Ctsw"
"Igsf8",0,0.992021150789743,0.676,0.404,0,"0","Igsf8"
"Wwc1",0,0.991029266617642,0.506,0.228,0,"0","Wwc1"
"Rab4a",0,0.990335283233072,0.759,0.426,0,"0","Rab4a"
"Calm2",0,0.988364517724184,0.991,0.954,0,"0","Calm2"
"Cenpa",0,0.987619677408802,0.799,0.526,0,"0","Cenpa"
"Ngfrap1",0,0.983640527122311,0.779,0.53,0,"0","Ngfrap1"
"Mpp6",0,0.983105309389409,0.773,0.437,0,"0","Mpp6"
"Prkch",0,0.971266937019206,0.663,0.337,0,"0","Prkch"
"G3bp2",0,0.969890031751752,0.749,0.53,0,"0","G3bp2"
"Fos",0,0.967180940559414,0.967,0.777,0,"0","Fos"
"Arf4",0,0.95990110208205,0.815,0.745,0,"0","Arf4"
"Pop4",0,0.959701841585076,0.553,0.308,0,"0","Pop4"
"Il2rb",0,0.952038710597722,0.966,0.797,0,"0","Il2rb"
"Ccnd2",0,0.951904393701088,0.962,0.777,0,"0","Ccnd2"
"Gucy2c",0,0.945688866034693,0.467,0.166,0,"0","Gucy2c"
"P2ry10",0,0.945105664756571,0.86,0.652,0,"0","P2ry10"
"Ncoa2",0,0.934516365197708,0.584,0.334,0,"0","Ncoa2"
"Tiparp",0,0.932456922705053,0.743,0.496,0,"0","Tiparp"
"Wbscr16",0,0.926997615867215,0.53,0.215,0,"0","Wbscr16"
"Slc1a5",0,0.923892950065227,0.692,0.462,0,"0","Slc1a5"
"Smchd1",0,0.923746572795036,0.752,0.535,0,"0","Smchd1"
"Plscr1",0,0.918665982866534,0.614,0.318,0,"0","Plscr1"
"Jmy",0,0.914163177596729,0.697,0.404,0,"0","Jmy"
"Itm2c",0,0.912839696110067,0.887,0.679,0,"0","Itm2c"
"Nudt4",0,0.911896873672871,0.808,0.615,0,"0","Nudt4"
"Tpm4",0,0.911603076023432,0.966,0.912,0,"0","Tpm4"
"Cntrob",0,0.908031814791321,0.511,0.199,0,"0","Cntrob"
"Slc16a10",0,0.906862782429412,0.552,0.289,0,"0","Slc16a10"
"Cd96",0,0.903572094988213,0.583,0.268,0,"0","Cd96"
"Myo1e",0,0.885860955303697,0.689,0.419,0,"0","Myo1e"
"Col27a1",0,0.885606308483541,0.53,0.242,0,"0","Col27a1"
"Ppm1g",0,0.884712076866519,0.783,0.588,0,"0","Ppm1g"
"Prkar1a",0,0.878870203463873,0.979,0.896,0,"0","Prkar1a"
"Crbn",0,0.873241305522364,0.57,0.312,0,"0","Crbn"
"Foxo1",0,0.866729178787033,0.77,0.51,0,"0","Foxo1"
"Myl12a",0,0.865318095255534,0.997,0.971,0,"0","Myl12a"
"BC031181",0,0.863163089350018,0.827,0.695,0,"0","BC031181"
"Pea15a",0,0.849400032809469,0.651,0.464,0,"0","Pea15a"
"Ramp3",0,0.848829048768378,0.977,0.837,0,"0","Ramp3"
"Cd2",0,0.845849500548515,0.804,0.492,0,"0","Cd2"
"Cstb",0,0.843800328422446,0.966,0.898,0,"0","Cstb"
"Tmem123",0,0.843198786601953,0.947,0.787,0,"0","Tmem123"
"Zmat4",0,0.835905057639388,0.413,0.143,0,"0","Zmat4"
"Srsf3",0,0.835030991169836,0.93,0.836,0,"0","Srsf3"
"Cd247",0,0.81731687679743,0.683,0.432,0,"0","Cd247"
"Isy1",0,0.816707790968915,0.847,0.701,0,"0","Isy1"
"Gnas",0,0.811684090657395,0.99,0.951,0,"0","Gnas"
"Vgll4",0,0.806854516303191,0.903,0.705,0,"0","Vgll4"
"Ube2j1",0,0.804288202983581,0.808,0.63,0,"0","Ube2j1"
"Klf13",0,0.796246585930117,0.803,0.641,0,"0","Klf13"
"Traf4",0,0.791747487662936,0.638,0.397,0,"0","Traf4"
"Pld3",0,0.77494192661553,0.834,0.663,0,"0","Pld3"
"Zeb1",0,0.772313342817187,0.779,0.562,0,"0","Zeb1"
"Dnaja1",0,0.768744444664665,0.955,0.903,0,"0","Dnaja1"
"Scp2",0,0.767268632043961,0.901,0.758,0,"0","Scp2"
"Lck",0,0.757018411907516,0.613,0.359,0,"0","Lck"
"Vps37b",0,0.741637800888415,0.979,0.882,0,"0","Vps37b"
"Itk",0,0.737498461019903,0.785,0.592,0,"0","Itk"
"Tmem189",0,0.730971190721927,0.696,0.487,0,"0","Tmem189"
"Ubald2",0,0.723539553152074,0.91,0.749,0,"0","Ubald2"
"Myl12b",0,0.702851873362691,0.87,0.803,0,"0","Myl12b"
"Saraf",0,0.691030766251487,0.941,0.859,0,"0","Saraf"
"Bzw1",0,0.68176010464964,0.89,0.824,0,"0","Bzw1"
"Snrpg",0,0.680279267458278,0.933,0.903,0,"0","Snrpg"
"Btg1",0,0.670537559541679,0.998,0.995,0,"0","Btg1"
"Arpc3",0,0.66984022694321,0.988,0.96,0,"0","Arpc3"
"Klrk1",0,0.655772275957486,0.85,0.702,0,"0","Klrk1"
"Srrm2",0,0.654105947925853,0.867,0.79,0,"0","Srrm2"
"Hnrnpa2b1",0,0.644420399634338,0.912,0.889,0,"0","Hnrnpa2b1"
"Arl4c",0,0.624659097228976,0.938,0.828,0,"0","Arl4c"
"Cnbp",0,0.624064336734577,0.983,0.946,0,"0","Cnbp"
"Srsf2",0,0.619727730087267,0.911,0.864,0,"0","Srsf2"
"Thy1",0,0.604503007101763,0.898,0.727,0,"0","Thy1"
"Arl6ip5",0,0.602982692336244,0.854,0.782,0,"0","Arl6ip5"
"Map1lc3b",0,0.563787409053717,0.932,0.907,0,"0","Map1lc3b"
"Dynll1",0,0.527469803764437,0.979,0.959,0,"0","Dynll1"
"Junb",0,0.505153040392786,0.996,0.984,0,"0","Junb"
"Fth1",0,0.346165010636208,1,1,0,"0","Fth1"
"Sap18",1.1957941478275e-304,0.889254520509083,0.802,0.72,3.34798445508743e-300,"0","Sap18"
"Kpna1",1.15165478985862e-298,0.795900090232087,0.658,0.476,3.22440308064617e-294,"0","Kpna1"
"Hist3h2a",5.18723220934679e-297,0.911884444316982,0.515,0.266,1.45232127397292e-292,"0","Hist3h2a"
"Rassf1",5.2556695609914e-297,0.757332825252403,0.699,0.545,1.47148236368637e-292,"0","Rassf1"
"Mxd4",6.86615750238362e-297,0.731355785983725,0.686,0.508,1.92238677751736e-292,"0","Mxd4"
"Hspa2",8.67424381828719e-295,0.872836347368117,0.453,0.197,2.42861478424405e-290,"0","Hspa2"
"Usp36",1.01055759303121e-293,0.802905826846698,0.557,0.321,2.82935914896879e-289,"0","Usp36"
"Nap1l5",4.35960467953067e-289,1.06361421338273,0.433,0.179,1.220602118175e-284,"0","Nap1l5"
"Eif1",1.77051115367068e-286,0.335717714596582,0.999,1,4.95707712804716e-282,"0","Eif1"
"Abcb1b",5.89232562315926e-285,0.87461406745303,0.602,0.371,1.64973332797213e-280,"0","Abcb1b"
"Hmgb1",1.29980427367037e-284,0.44519292285418,0.945,0.923,3.63919200542231e-280,"0","Hmgb1"
"Fbxo34",5.79712868384838e-284,0.798180520325814,0.527,0.287,1.62308008890387e-279,"0","Fbxo34"
"Ankrd11",4.18218241280725e-282,0.645006108979535,0.764,0.632,1.17092743193777e-277,"0","Ankrd11"
"Tinf2",4.45682855682218e-280,0.788606822233097,0.612,0.415,1.24782285933907e-275,"0","Tinf2"
"Cisd2",1.30300348040623e-274,0.628432824815659,0.742,0.646,3.64814914444136e-270,"0","Cisd2"
"Grap2",6.76151133307052e-273,0.74060044550035,0.62,0.416,1.89308794303308e-268,"0","Grap2"
"Maff",1.49675379991718e-270,1.02101240933746,0.674,0.508,4.19061128900812e-266,"0","Maff"
"Cst7",2.85932045177866e-266,0.731134649962252,0.582,0.368,8.00552540088988e-262,"0","Cst7"
"Nfil3",2.77979351271065e-265,0.664172158988727,0.718,0.598,7.78286587688727e-261,"0","Nfil3"
"Fam174b",3.60200335151e-265,0.85471507551395,0.418,0.177,1.00848889835577e-260,"0","Fam174b"
"Dhrs11",9.28449882428587e-264,0.791261661252299,0.434,0.196,2.59947398082356e-259,"0","Dhrs11"
"Pmp22",2.53578105533957e-261,0.780091250827241,0.424,0.182,7.09967979873972e-257,"0","Pmp22"
"Park7",3.364628456789e-261,0.762143398769803,0.772,0.725,9.42028675331783e-257,"0","Park7"
"Cant1",2.84138589745244e-260,0.884175546686291,0.488,0.26,7.95531223568734e-256,"0","Cant1"
"Rasl11b",1.78771109329415e-258,0.817564769921063,0.396,0.16,5.00523351900497e-254,"0","Rasl11b"
"Runx3",1.85302575648303e-257,0.643507087514427,0.719,0.565,5.18810151300118e-253,"0","Runx3"
"Cntn1",9.18721588767979e-257,0.691444921711515,0.361,0.132,2.57223670423259e-252,"0","Cntn1"
"Tuba4a",1.51022083356022e-255,0.773440118846632,0.67,0.504,4.2283162898019e-251,"0","Tuba4a"
"Lbh",1.62384874343189e-255,0.796022927967817,0.522,0.305,4.54645171186061e-251,"0","Lbh"
"Smim14",5.42829572431771e-255,0.679815633719849,0.73,0.636,1.51981423689447e-250,"0","Smim14"
"Med31",1.55338166998786e-254,0.940168535410972,0.473,0.246,4.34915799963202e-250,"0","Med31"
"Tubb2a",3.10779950412124e-254,0.98504018692947,0.535,0.323,8.70121705163865e-250,"0","Tubb2a"
"Fosl2",1.50383034794596e-251,0.493309621938146,0.889,0.841,4.21042420817911e-247,"0","Fosl2"
"Map1lc3a",2.46359120288304e-247,0.93012499290924,0.638,0.484,6.89756264983192e-243,"0","Map1lc3a"
"Adgrl2",7.43452960788494e-247,0.732178278399498,0.421,0.194,2.08151959961563e-242,"0","Adgrl2"
"Ctla2b",1.81946366175527e-241,0.699941234231567,0.575,0.35,5.0941343601824e-237,"0","Ctla2b"
"Mier1",1.40431883397403e-239,0.629564805389597,0.719,0.618,3.93181187136049e-235,"0","Mier1"
"Bend4",3.85568124847247e-239,0.80360954791961,0.419,0.194,1.07951363594732e-234,"0","Bend4"
"Ldlrad4",7.1979213360185e-239,0.720371997039514,0.511,0.288,2.01527401565846e-234,"0","Ldlrad4"
"Ntan1",8.06881509145268e-237,0.770400242462906,0.593,0.441,2.25910684930492e-232,"0","Ntan1"
"Cebpb",5.13399229231748e-233,0.495802657709122,0.916,0.763,1.43741516200305e-228,"0","Cebpb"
"Ctnnbl1",2.99544038247165e-232,0.741588531771855,0.523,0.329,8.38663398284413e-228,"0","Ctnnbl1"
"Pja1",1.12632901500584e-229,0.727836276508556,0.571,0.377,3.15349597621336e-225,"0","Pja1"
"Lrmp",3.15386807404794e-228,0.717959098496108,0.444,0.231,8.83019983371943e-224,"0","Lrmp"
"Ssbp2",1.06747263128917e-226,0.705234623453544,0.481,0.269,2.98870987308342e-222,"0","Ssbp2"
"Nr4a2",1.15273000775561e-226,0.709627679252494,0.691,0.532,3.22741347571415e-222,"0","Nr4a2"
"Trat1",5.05210185287199e-226,0.633328701816733,0.333,0.122,1.4144874767671e-221,"0","Trat1"
"Anxa11",5.77994363604363e-225,0.59028892429389,0.697,0.608,1.6182686192195e-220,"0","Anxa11"
"Errfi1",4.82228350824952e-223,0.615030248574457,0.69,0.519,1.3501429366397e-218,"0","Errfi1"
"Stambpl1",7.68691139317456e-223,0.682576046175015,0.404,0.188,2.15218145186101e-218,"0","Stambpl1"
"Morf4l2",2.29983191294082e-220,0.654010291308084,0.701,0.626,6.43906938985171e-216,"0","Morf4l2"
"Isca1",4.63612561491195e-220,0.731873630525265,0.5,0.301,1.29802244966305e-215,"0","Isca1"
"Gpr34",4.48651723426543e-219,0.663599987128378,0.333,0.124,1.25613509524964e-214,"0","Gpr34"
"Acpp",1.06243355568805e-217,0.80579712378464,0.432,0.224,2.9746014692154e-213,"0","Acpp"
"Rheb",4.02106675278825e-217,0.537921082023086,0.814,0.79,1.12581826944565e-212,"0","Rheb"
"Sar1a",8.22053463844957e-217,0.691212993544446,0.682,0.611,2.30158528807311e-212,"0","Sar1a"
"Clk1",1.20945568828358e-216,0.583943312880732,0.722,0.641,3.38623403605636e-212,"0","Clk1"
"Ptk2b",2.96344135958085e-215,0.659239698075998,0.604,0.456,8.29704311855446e-211,"0","Ptk2b"
"Pnrc1",1.89405103525963e-213,0.455691802502202,0.892,0.855,5.30296408851991e-209,"0","Pnrc1"
"Litaf",2.49668031878865e-212,0.51974786210553,0.789,0.667,6.99020555654445e-208,"0","Litaf"
"Tiprl",1.49596495143205e-211,0.694748043231367,0.578,0.426,4.18840267101946e-207,"0","Tiprl"
"Hmces",6.10783926391355e-210,0.684418889381485,0.549,0.374,1.71007283711052e-205,"0","Hmces"
"Nrip3",1.03861705232887e-209,1.18084955224016,0.411,0.2,2.90792002311038e-205,"0","Nrip3"
"Srsf7",1.14856015847679e-209,0.489166506653614,0.836,0.793,3.21573873170331e-205,"0","Srsf7"
"St8sia1",2.42278350074285e-209,0.674691594006297,0.373,0.166,6.78330924537984e-205,"0","St8sia1"
"Swap70",1.15575539841096e-206,0.692127675585484,0.502,0.316,3.23588396447101e-202,"0","Swap70"
"Ptpn1",2.53961036035503e-206,0.565619571207298,0.707,0.606,7.11040108692201e-202,"0","Ptpn1"
"Rbm39",6.79740569042383e-206,0.357770514214478,0.958,0.956,1.90313764520487e-201,"0","Rbm39"
"Higd1a",9.17253678733936e-206,0.590311730876346,0.745,0.702,2.56812684971927e-201,"0","Higd1a"
"Sla2",3.57955648336714e-205,0.684799816237846,0.488,0.287,1.00220422421313e-200,"0","Sla2"
"Fads3",2.07961757039123e-204,0.698521663978904,0.352,0.151,5.82251327358137e-200,"0","Fads3"
"Rpn1",2.44326449028344e-204,0.682342693970889,0.584,0.442,6.84065191989558e-200,"0","Rpn1"
"Spry2",1.63866024647163e-203,0.88054960143145,0.428,0.212,4.58792095807127e-199,"0","Spry2"
"Smim3",2.66285402727384e-202,0.631376153841133,0.636,0.519,7.45545870556131e-198,"0","Smim3"
"Mvk",3.51256015454028e-202,0.733394546645935,0.372,0.17,9.83446592068187e-198,"0","Mvk"
"Prr7",4.00356069566557e-201,0.666017165727772,0.644,0.501,1.12091692357245e-196,"0","Prr7"
"Smarca5",8.32866562543183e-194,0.704802110487473,0.671,0.601,2.3318598018084e-189,"0","Smarca5"
"Ppp1cc",1.38390962338209e-189,0.366591254516671,0.911,0.855,3.87467016354517e-185,"0","Ppp1cc"
"4932438A13Rik",2.35578626754625e-186,0.594118117201442,0.593,0.456,6.59573039187599e-182,"0","4932438A13Rik"
"Uty",1.04039124866025e-185,0.753145123091163,0.435,0.244,2.91288741799897e-181,"0","Uty"
"Ptms",7.46847935493441e-183,0.488138856861556,0.771,0.675,2.09102484979453e-178,"0","Ptms"
"Ubald1",2.18365701818453e-182,0.652577205823978,0.525,0.365,6.11380291951303e-178,"0","Ubald1"
"Ctnnd2",2.85995597646174e-180,0.641882705329206,0.359,0.172,8.00730474289758e-176,"0","Ctnnd2"
"Tmem243",3.77085385147426e-179,0.612389723067855,0.635,0.548,1.05576366133576e-174,"0","Tmem243"
"1810058I24Rik",3.19308854507204e-177,0.673353307670268,0.64,0.557,8.9400093084927e-173,"0","1810058I24Rik"
"Ifrd1",6.77460217093932e-177,0.406912223205373,0.913,0.874,1.89675311581959e-172,"0","Ifrd1"
"Fam195a",2.60255787456264e-176,0.653884428008842,0.331,0.146,7.28664153720049e-172,"0","Fam195a"
"Cd244",1.30476928397832e-175,0.664302509885251,0.454,0.278,3.65309304128249e-171,"0","Cd244"
"Ninj1",4.17082573648961e-175,0.43296723360868,0.817,0.744,1.16774778970236e-170,"0","Ninj1"
"Zfp706",5.41607818571093e-175,0.482556972788772,0.736,0.689,1.51639357043534e-170,"0","Zfp706"
"Ppa1",1.81403716456607e-174,0.958374974765741,0.498,0.347,5.07894125335207e-170,"0","Ppa1"
"Cdkn1a",1.91398984303525e-174,0.417018783744658,0.939,0.901,5.35878876253009e-170,"0","Cdkn1a"
"Rrm1",2.34947736878067e-174,0.86276918959768,0.41,0.229,6.57806673711213e-170,"0","Rrm1"
"Snrpb",3.15641610982068e-172,0.399134777071726,0.844,0.838,8.83733382427594e-168,"0","Snrpb"
"Impdh2",8.93297449356341e-171,0.819964320620935,0.652,0.584,2.50105419870788e-166,"0","Impdh2"
"Klrc1",2.93117907795054e-170,0.756195088880019,0.407,0.211,8.20671518244592e-166,"0","Klrc1"
"Crtc3",1.71434475532275e-169,0.607735757394286,0.551,0.419,4.79982244595263e-165,"0","Crtc3"
"Man1b1",5.85880811118258e-169,0.717689852423472,0.438,0.27,1.6403490949689e-164,"0","Man1b1"
"Btg2",1.0440902635691e-167,0.490582683520794,0.856,0.824,2.92324391994076e-163,"0","Btg2"
"Eprs",1.00254553280033e-165,0.765853649978422,0.653,0.559,2.80692698273436e-161,"0","Eprs"
"Clta",1.43405892256839e-165,0.464186938272261,0.841,0.833,4.01507817140697e-161,"0","Clta"
"Rsrp1",1.37800610424581e-164,0.384348708176635,0.877,0.873,3.85814149066741e-160,"0","Rsrp1"
"Rhof",4.69031008782962e-164,0.590695512115836,0.626,0.515,1.31319301839054e-159,"0","Rhof"
"Rab7",5.25412136035585e-164,0.461564626368647,0.755,0.74,1.47104889847243e-159,"0","Rab7"
"Lgals3",2.49103187461718e-163,0.308027089931714,0.995,0.97,6.97439104255318e-159,"0","Lgals3"
"Whsc1l1",7.55129454117134e-162,0.514307103009854,0.694,0.636,2.11421144563715e-157,"0","Whsc1l1"
"Hpse",2.09170069977649e-161,0.606022051876722,0.323,0.148,5.85634361923422e-157,"0","Hpse"
"Prox2",1.45117199797988e-160,0.571511643586115,0.267,0.101,4.06299135994407e-156,"0","Prox2"
"Pdxk",1.97637768368995e-160,0.65389633257309,0.438,0.274,5.53346223879511e-156,"0","Pdxk"
"Pik3r1",1.88381646524696e-157,0.599337384992989,0.577,0.452,5.27430933939843e-153,"0","Pik3r1"
"Chrne",3.63566874852311e-157,0.741094014223439,0.347,0.17,1.0179145362115e-152,"0","Chrne"
"Lat",6.54138075518503e-155,0.447383733302317,0.753,0.658,1.8314557838367e-150,"0","Lat"
"Rpe",1.43006721960014e-154,0.621624102805159,0.382,0.213,4.00390220143647e-150,"0","Rpe"
"Mpzl1",6.9972357021839e-153,0.546576350561911,0.252,0.093,1.95908605189745e-148,"0","Mpzl1"
"Gch1",1.05834315098956e-152,0.509211117875332,0.697,0.644,2.96314915414057e-148,"0","Gch1"
"Dnaja2",2.25669152197213e-152,0.564943394055663,0.672,0.64,6.31828492321758e-148,"0","Dnaja2"
"Tubb4b",2.5589664343219e-149,0.588836102265883,0.65,0.587,7.16459422281445e-145,"0","Tubb4b"
"Purb",3.02264078569475e-149,0.550246518335746,0.63,0.529,8.46278967178817e-145,"0","Purb"
"Tsc2",2.59401124669061e-147,0.586897961458051,0.324,0.158,7.26271268848436e-143,"0","Tsc2"
"Snx29",2.38082693781835e-146,0.587657909365288,0.314,0.148,6.66583926050382e-142,"0","Snx29"
"Panx1",4.45445055145378e-144,0.650840795315195,0.466,0.325,1.24715706539603e-139,"0","Panx1"
"Tacstd2",7.93139527704512e-141,0.543456690730213,0.38,0.205,2.22063204966709e-136,"0","Tacstd2"
"Cerk",1.33799323649874e-140,0.577638649568804,0.482,0.342,3.74611346354916e-136,"0","Cerk"
"Fam3c",2.81487617917279e-140,0.617712759670854,0.39,0.231,7.88109032644799e-136,"0","Fam3c"
"Abt1",1.06722270314246e-139,1.00087755614335,0.414,0.26,2.98801012425827e-135,"0","Abt1"
"Gm10094",3.9993329159094e-138,0.737206767790905,0.536,0.428,1.11973322979631e-133,"0","Gm10094"
"Dip2b",4.28112185540341e-138,0.586188066455045,0.491,0.359,1.19862849707585e-133,"0","Dip2b"
"Flnb",1.78212211606502e-137,0.59978017272758,0.447,0.306,4.98958550055883e-133,"0","Flnb"
"Os9",2.01006785368596e-136,0.623761745043902,0.514,0.408,5.62778797674994e-132,"0","Os9"
"Rhoq",1.63771438761963e-135,0.534072014704015,0.526,0.396,4.58527274245743e-131,"0","Rhoq"
"St8sia4",3.41792120347562e-134,0.608714436319484,0.492,0.363,9.56949578549104e-130,"0","St8sia4"
"Adora3",8.57221158589929e-134,0.556341174349102,0.262,0.111,2.40004779982008e-129,"0","Adora3"
"Cdv3",1.50356013236504e-132,0.511884518206414,0.657,0.609,4.20966765859565e-128,"0","Cdv3"
"Tob1",3.17581604804693e-132,0.611877915461386,0.539,0.414,8.89164977132181e-128,"0","Tob1"
"Rnf157",4.87489861936266e-132,0.566317986524479,0.485,0.35,1.36487411544916e-127,"0","Rnf157"
"Plekha2",4.53625917493724e-131,0.477914209207577,0.618,0.536,1.27006184379893e-126,"0","Plekha2"
"Snx18",5.03354372711949e-131,0.571902072589252,0.537,0.436,1.40929157271892e-126,"0","Snx18"
"Lats2",9.01451087074966e-131,0.510449127696804,0.597,0.522,2.52388275359249e-126,"0","Lats2"
"Neat1",3.24297233146202e-129,0.370421114027403,0.904,0.911,9.07967393362737e-125,"0","Neat1"
"Arhgap25",4.12739509090956e-129,0.598118960530568,0.353,0.199,1.15558807755286e-124,"0","Arhgap25"
"Rab8b",5.92883321813338e-129,0.363574794856945,0.819,0.825,1.65995472441298e-124,"0","Rab8b"
"D8Ertd738e",1.71909698853318e-128,0.406312914321282,0.854,0.856,4.81312774849519e-124,"0","D8Ertd738e"
"Appl1",8.34628149487505e-128,0.686875352638587,0.508,0.4,2.33679189293512e-123,"0","Appl1"
"Mis18a",1.05183081807229e-127,0.758718226174173,0.488,0.371,2.9449159244388e-123,"0","Mis18a"
"Ankrd13c",2.08210643220211e-127,0.662317367000299,0.434,0.302,5.82948158887947e-123,"0","Ankrd13c"
"Sfpq",3.55579007524349e-127,0.38548899872178,0.761,0.76,9.95550105266672e-123,"0","Sfpq"
"Cd320",4.55690026186437e-126,0.595648764044598,0.337,0.185,1.27584093531679e-121,"0","Cd320"
"Gm8186",5.68499640795096e-126,0.531636476096061,0.609,0.571,1.59168529429811e-121,"0","Gm8186"
"Ormdl1",9.68055287665818e-126,0.572148719721668,0.362,0.213,2.71036119440676e-121,"0","Ormdl1"
"Sf3b1",5.59463949198058e-125,0.41925841886889,0.762,0.777,1.56638716496472e-120,"0","Sf3b1"
"Rell1",5.66977919121261e-124,0.595130270004514,0.51,0.41,1.58742477795571e-119,"0","Rell1"
"Mat2a",3.01911774265609e-122,0.452505206491165,0.7,0.673,8.45292585588851e-118,"0","Mat2a"
"Cyb5a",5.65983496757676e-122,0.51490577314532,0.647,0.606,1.58464059422214e-117,"0","Cyb5a"
"Nek8",6.35757026039565e-122,0.505344813889308,0.283,0.135,1.77999252150558e-117,"0","Nek8"
"Rab6a",1.03283727021523e-121,0.56364486135398,0.572,0.515,2.8917377891486e-117,"0","Rab6a"
"Lgals3bp",6.93478577803292e-121,0.516705075559502,0.584,0.51,1.94160132213366e-116,"0","Lgals3bp"
"Elovl6",7.74785575450326e-121,0.613742038896331,0.341,0.19,2.16924465414582e-116,"0","Elovl6"
"Birc2",2.34746440360484e-120,0.578089887641604,0.428,0.294,6.57243083721283e-116,"0","Birc2"
"Grk6",3.21071187893584e-119,0.56724933578329,0.458,0.342,8.98935111864455e-115,"0","Grk6"
"Ptpn22",6.43179297734533e-118,0.515384764633937,0.581,0.487,1.80077339779715e-113,"0","Ptpn22"
"Eif4a1",1.57499543823834e-117,0.257290505524451,0.966,0.972,4.40967222797971e-113,"0","Eif4a1"
"Zgpat",2.33370169906477e-116,0.512785337779568,0.33,0.183,6.53389801704153e-112,"0","Zgpat"
"Baiap2",8.70697230173502e-116,0.559445260087006,0.513,0.412,2.43777810503977e-111,"0","Baiap2"
"Orai1",4.9428447758419e-115,0.384351905878932,0.738,0.72,1.38389768034022e-110,"0","Orai1"
"Pcnp",5.38919186553008e-115,0.471990523899162,0.627,0.606,1.50886593851111e-110,"0","Pcnp"
"Arid5a",5.0236207961362e-114,0.467502144007931,0.614,0.564,1.40651335050221e-109,"0","Arid5a"
"Slc38a1",5.49690256841344e-114,0.500527154718721,0.559,0.486,1.53902278110439e-109,"0","Slc38a1"
"Josd1",2.21086159711095e-113,0.537408381027248,0.378,0.239,6.18997029959124e-109,"0","Josd1"
"Nudt18",7.67354731157756e-112,0.573436631897462,0.369,0.233,2.14843977629549e-107,"0","Nudt18"
"Atf7ip",2.86450971032031e-111,0.626861097299529,0.424,0.302,8.0200542869548e-107,"0","Atf7ip"
"Selk",7.48988526211235e-111,0.296239381164275,0.898,0.916,2.09701807568622e-106,"0","Selk"
