"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Slamf71",1.1191858471742e-112,0.399695413468064,0.499,0.179,3.13349653491832e-108,"4","Slamf7"
"Skap21",3.85531756301736e-111,0.427778437746899,0.64,0.275,1.0794118112936e-106,"4","Skap2"
"Npc21",2.61710643154028e-110,0.433283068930163,0.975,0.718,7.32737458702647e-106,"4","Npc2"
"Ccdc109b1",3.06820435238993e-109,0.449990661103138,0.58,0.243,8.59035854582132e-105,"4","Ccdc109b"
"Ccl91",3.23566438534984e-108,0.545920597223391,0.621,0.266,9.05921314610247e-104,"4","Ccl9"
"Il1r2",6.11775875786368e-108,0.521933498788554,0.665,0.307,1.71285009702667e-103,"4","Il1r2"
"Lilr4b1",1.84194230199124e-107,0.42173918076233,0.682,0.294,5.15707005711507e-103,"4","Lilr4b"
"Pmaip1",1.05990252743674e-106,0.532463116833841,0.425,0.147,2.96751509631738e-102,"4","Pmaip1"
"Rel",1.35456766524045e-106,0.561657981130752,0.898,0.589,3.7925185491402e-102,"4","Rel"
"Bach11",1.01866580880743e-105,0.456471839546829,0.601,0.256,2.85206053149905e-101,"4","Bach1"
"Man2b1",2.42831502478516e-105,0.416478867479997,0.531,0.209,6.7987964063935e-101,"4","Man2b1"
"Vim1",1.93610432326244e-104,0.534246985951315,0.997,0.926,5.42070488427019e-100,"4","Vim"
"Sh3pxd2b",6.09379970365368e-103,0.308171118449043,0.376,0.12,1.70614204102896e-98,"4","Sh3pxd2b"
"Got1",3.64993685902805e-102,0.459780537172181,0.724,0.348,1.02190932179067e-97,"4","Got1"
"Pld41",6.69348611948941e-102,0.395871996585665,0.594,0.237,1.87404224373464e-97,"4","Pld4"
"Cpne2",8.83817521687445e-102,0.279445493831615,0.388,0.125,2.47451229722051e-97,"4","Cpne2"
"AI5044321",2.08438900400934e-101,0.338107094009488,0.388,0.126,5.83587233342536e-97,"4","AI504432"
"Unc93b11",5.00265893776583e-100,0.4360424661071,0.58,0.243,1.40064444939568e-95,"4","Unc93b1"
"Crip12",8.62195691581771e-100,0.408917282769083,1,0.998,2.41397549729064e-95,"4","Crip1"
"Cd80",1.27656010146057e-99,0.27338345757105,0.277,0.072,3.5741129720693e-95,"4","Cd80"
"S100a11",7.3589896737631e-99,0.545112744559812,0.998,0.975,2.06036992886019e-94,"4","S100a11"
"Emilin21",8.16733582059831e-99,0.326585464874178,0.531,0.204,2.28669068305111e-94,"4","Emilin2"
"Rnh11",5.90995817854478e-96,0.5521187334042,0.888,0.563,1.65467009082897e-91,"4","Rnh1"
"Apod",9.72221461528095e-96,0.386297774282958,0.304,0.088,2.72202564798636e-91,"4","Apod"
"Lyz1",9.99082657464377e-95,1.02467131460027,0.296,0.085,2.79723162436876e-90,"4","Lyz1"
"Actb1",2.4818702054253e-93,0.490728577448466,1,0.989,6.94874020114976e-89,"4","Actb"
"Mt1",2.62587194037413e-92,0.840463723720779,0.815,0.487,7.3519162586595e-88,"4","Mt1"
"Fcgr2b1",6.20912224567611e-92,0.357287604885236,0.556,0.229,1.7384300463444e-87,"4","Fcgr2b"
"Sec61b",8.86362920175604e-91,0.438597774782345,0.958,0.725,2.48163890390766e-86,"4","Sec61b"
"Mrpl521",1.3035495095613e-90,0.434608928968902,0.875,0.536,3.64967791686973e-86,"4","Mrpl52"
"Cd681",1.67660232833458e-89,0.32717110473582,0.694,0.312,4.69415119887117e-85,"4","Cd68"
"Mgst3",1.79469842751381e-89,0.336799565571593,0.422,0.155,5.02479665735316e-85,"4","Mgst3"
"Cd40",3.48855475860413e-89,0.356720875247316,0.403,0.143,9.76725561313984e-85,"4","Cd40"
"Gltp",6.89596095411929e-89,0.428090256464914,0.778,0.432,1.93073114793432e-84,"4","Gltp"
"Nrp2",1.20027570339334e-88,0.37534608833622,0.28,0.081,3.36053191436066e-84,"4","Nrp2"
"Arpc1b1",7.40839506322573e-88,0.35091118536491,0.993,0.908,2.07420244980194e-83,"4","Arpc1b"
"Agpat4",5.04292469997984e-87,0.412415353944071,0.655,0.318,1.41191805750036e-82,"4","Agpat4"
"Slfn21",8.39500770131524e-86,0.416534712824222,0.886,0.527,2.35043425621424e-81,"4","Slfn2"
"Mefv1",1.81816775244562e-85,0.280684735010941,0.346,0.114,5.09050607329724e-81,"4","Mefv"
"Lilrb4a1",1.9999748378552e-85,0.361598495351542,0.684,0.321,5.59952955102698e-81,"4","Lilrb4a"
"Ccnd11",2.70245884211763e-84,0.328282935686667,0.568,0.246,7.56634426616093e-80,"4","Ccnd1"
"Rps292",3.58631644595529e-84,0.266580875733038,1,1,1.00409687853856e-79,"4","Rps29"
"Cd141",2.8916682904987e-82,0.411400874236371,0.676,0.342,8.09609287973825e-78,"4","Cd14"
"App1",2.90374042454066e-80,0.309767589209297,0.528,0.229,8.12989244062894e-76,"4","App"
"Cyba1",3.64796457042805e-80,0.410906492667638,0.977,0.774,1.02135712042845e-75,"4","Cyba"
"Zyx",4.39409955063529e-80,0.417905258907507,0.755,0.416,1.23025999218687e-75,"4","Zyx"
"Ctnna1",9.90646717570035e-80,0.343687709058919,0.677,0.331,2.77361267985259e-75,"4","Ctnna1"
"Rpl28",1.20277114264884e-78,0.299029045374507,0.998,0.953,3.36751864518822e-74,"4","Rpl28"
"Rnf1301",7.59895970753354e-78,0.28999413576193,0.529,0.229,2.12755673891524e-73,"4","Rnf130"
"Picalm1",1.27419230998255e-77,0.38093439182137,0.797,0.452,3.56748362948914e-73,"4","Picalm"
"Ncf21",1.74946930250798e-76,0.260294923461846,0.523,0.222,4.89816415316184e-72,"4","Ncf2"
"Pgf",2.91711351827056e-76,0.727735582865475,0.476,0.211,8.16733442845391e-72,"4","Pgf"
"Cd3021",1.53705785281277e-75,0.293125708939353,0.329,0.115,4.3034545763052e-71,"4","Cd302"
"Bloc1s2",1.04188656116616e-74,0.308932702975406,0.494,0.216,2.917073993953e-70,"4","Bloc1s2"
"Anxa1",1.1061049391716e-74,0.479349675553316,0.842,0.52,3.09687260869265e-70,"4","Anxa1"
"Clec4a21",2.45647679764909e-74,0.265341919521578,0.557,0.241,6.87764373805792e-70,"4","Clec4a2"
"Adam81",4.50261511844186e-73,0.338516474677,0.588,0.284,1.26064218086135e-68,"4","Adam8"
"Mrc11",4.94453164825096e-73,0.352533687306306,0.324,0.114,1.3843699708773e-68,"4","Mrc1"
"Adora2b1",5.60393119913634e-72,0.345825018235329,0.421,0.172,1.56898865713419e-67,"4","Adora2b"
"Stat5a",6.34103381008505e-72,0.332822170963121,0.444,0.187,1.77536264614761e-67,"4","Stat5a"
"Vrk1",6.86334276859291e-72,0.302609701416171,0.545,0.25,1.92159870835064e-67,"4","Vrk1"
"Ifi2051",7.6624187177633e-72,0.718180873629872,0.377,0.151,2.14532399259937e-67,"4","Ifi205"
"Rab7b1",7.84351455174499e-72,0.416401290886223,0.387,0.157,2.19602720419756e-67,"4","Rab7b"
"Clic4",2.39907222658321e-71,0.374800822986365,0.793,0.443,6.71692241998766e-67,"4","Clic4"
"Map4k4",3.77034256219395e-71,0.396302330531859,0.77,0.436,1.05562051056306e-66,"4","Map4k4"
"Erp291",7.15195290029502e-71,0.357095040606245,0.66,0.342,2.0024037730246e-66,"4","Erp29"
"Cd24a",1.20765738415387e-70,0.372503496070108,0.334,0.123,3.38119914415401e-66,"4","Cd24a"
"Camkk21",3.39209099598022e-70,0.310950058680591,0.488,0.219,9.49717637054542e-66,"4","Camkk2"
"H2afy",4.01862640304522e-70,0.392882942202048,0.857,0.565,1.1251350203246e-65,"4","H2afy"
"Atpif1",8.3392500167398e-70,0.421443298478517,0.876,0.583,2.33482321968681e-65,"4","Atpif1"
"Cux1",1.23366701618089e-69,0.271242740990153,0.533,0.244,3.45402091190326e-65,"4","Cux1"
"Rps282",2.011123105521e-69,0.257533894309014,1,0.997,5.63074247083771e-65,"4","Rps28"
"Bcl3",5.52395291196668e-69,0.377521680321176,0.617,0.319,1.54659633629243e-64,"4","Bcl3"
"Ndufa6",9.84943403326389e-69,0.360018644311348,0.94,0.731,2.75764454063322e-64,"4","Ndufa6"
"Dusp31",1.61974854915681e-68,0.305671526404361,0.489,0.219,4.53497198792923e-64,"4","Dusp3"
"Ube2f",3.87182326986246e-68,0.309814905314932,0.627,0.316,1.08403307909609e-63,"4","Ube2f"
"Kdm7a",8.10204671664973e-66,0.286123862111854,0.542,0.256,2.26841103972759e-61,"4","Kdm7a"
"Snap231",1.99726461301305e-65,0.303183147057825,0.595,0.297,5.59194146351395e-61,"4","Snap23"
"Asah11",5.48877099702272e-65,0.271607364180272,0.505,0.233,1.53674610374642e-60,"4","Asah1"
"Marcksl11",4.05959960823753e-64,0.502679992154667,0.865,0.589,1.13660669831434e-59,"4","Marcksl1"
"Tnfrsf1a1",1.13616298856586e-63,0.287080041485659,0.587,0.292,3.1810291353867e-59,"4","Tnfrsf1a"
"Ccl17",1.2062944478575e-63,1.46633817469923,0.259,0.089,3.37738319511144e-59,"4","Ccl17"
"Actg1",7.2312797158973e-63,0.311029061696644,1,0.999,2.02461369485693e-58,"4","Actg1"
"Clec4n1",1.6751311580259e-62,0.576031250988493,0.418,0.19,4.69003221624092e-58,"4","Clec4n"
"Twf21",3.81763505913933e-62,0.295980363728826,0.467,0.217,1.06886146385783e-57,"4","Twf2"
"Plekho21",1.07972448376157e-61,0.254577595214113,0.465,0.209,3.02301260963563e-57,"4","Plekho2"
"Nap1l1",1.64100397815472e-61,0.323600784629053,0.785,0.466,4.59448293803759e-57,"4","Nap1l1"
"Tcf4",2.47489936337371e-61,0.336497728556756,0.327,0.128,6.9292232375737e-57,"4","Tcf4"
"Ikbkb",1.85125883955862e-60,0.309880560078355,0.736,0.41,5.18315449899624e-56,"4","Ikbkb"
"Ckb2",6.97686900009205e-60,0.421429285437777,0.598,0.321,1.95338378264577e-55,"4","Ckb"
"Jak21",1.27512240321559e-59,0.299125081503073,0.541,0.272,3.570087704523e-55,"4","Jak2"
"St3gal1",2.04064221780677e-59,0.251406790621126,0.477,0.221,5.7133900814154e-55,"4","St3gal1"
"St3gal4",2.6891592983329e-59,0.259241009457821,0.41,0.179,7.52910820347244e-55,"4","St3gal4"
"Psmb81",6.54121189135206e-59,0.417184593723316,0.851,0.547,1.83140850534075e-54,"4","Psmb8"
"Gm63771",2.13656519923011e-58,0.291593024441608,0.288,0.108,5.98195524480445e-54,"4","Gm6377"
"Pgls",3.47245556276154e-58,0.30122520007683,0.769,0.442,9.72218108461975e-54,"4","Pgls"
"Efhd21",4.81003694203062e-58,0.283231908032943,0.917,0.597,1.34671414302973e-53,"4","Efhd2"
"Sec61g1",7.73569684602567e-58,0.297811518559716,0.976,0.846,2.16584040295027e-53,"4","Sec61g"
"Sp1401",1.04255520066112e-56,0.329294360716509,0.364,0.156,2.91894605081099e-52,"4","Sp140"
"Sdc41",6.43688521969347e-56,0.577074710264786,0.751,0.486,1.80219912380978e-51,"4","Sdc4"
"Prkcd1",7.5770854493168e-56,0.267184079112004,0.532,0.267,2.12143238409972e-51,"4","Prkcd"
"Basp11",2.70376613711491e-55,0.281413641120548,0.549,0.273,7.57000443069433e-51,"4","Basp1"
"Tspan31",7.54512301822507e-55,0.4137644670033,0.436,0.21,2.11248354264266e-50,"4","Tspan3"
"Gfpt1",7.81715682464971e-55,0.293828714722993,0.528,0.265,2.18864756776542e-50,"4","Gfpt1"
"Stx7",2.89782315243737e-54,0.256163362908578,0.565,0.292,8.11332526219416e-50,"4","Stx7"
"Tppp31",9.57266144746401e-54,0.368076128602357,0.569,0.306,2.68015375206097e-49,"4","Tppp3"
"Tubb61",3.68354509151693e-53,0.251169199248693,0.461,0.22,1.03131895472291e-48,"4","Tubb6"
"Elp5",4.45705160311776e-53,0.251198865148923,0.495,0.245,1.24788530784091e-48,"4","Elp5"
"Anxa21",1.48205128088501e-52,0.360147293074129,0.986,0.883,4.14944717622186e-48,"4","Anxa2"
"Rala",2.60525018672399e-52,0.291061566603567,0.794,0.483,7.29417947278983e-48,"4","Rala"
"Lgals32",2.61249469797912e-52,0.260352288517273,1,0.974,7.31446265540194e-48,"4","Lgals3"
"Cytip",2.94375187008345e-52,0.387378615512993,0.917,0.719,8.24191648585964e-48,"4","Cytip"
"Psmb91",5.87206364765248e-52,0.344700191096662,0.501,0.257,1.64406038006974e-47,"4","Psmb9"
"Gabarap1",1.01780818845548e-51,0.270117911437827,0.978,0.831,2.84965936603764e-47,"4","Gabarap"
"Dapp1",1.45509681464876e-51,0.252427448771853,0.475,0.232,4.07398006165359e-47,"4","Dapp1"
"Anxa51",1.4924393571571e-51,0.318828588099945,0.928,0.658,4.17853171216846e-47,"4","Anxa5"
"Timp1",1.59115391324817e-51,0.414524675014107,0.317,0.133,4.45491272631224e-47,"4","Timp1"
"Cd471",1.95422103149893e-51,0.312130653247713,0.945,0.69,5.47142804399072e-47,"4","Cd47"
"Taldo11",1.22233554088018e-50,0.433549446326422,0.765,0.496,3.42229504735633e-46,"4","Taldo1"
"Coro1a1",2.64059172494366e-49,0.366281043404669,0.954,0.745,7.39312871149727e-45,"4","Coro1a"
"Fam49b1",9.30782391393589e-49,0.283936360538229,0.822,0.52,2.60600453942377e-44,"4","Fam49b"
"Gpr1322",2.22752679329195e-48,0.263878999671681,0.713,0.427,6.23662951585881e-44,"4","Gpr132"
"Avpi11",4.00571635496242e-48,0.262124759984849,0.802,0.505,1.12152046506238e-43,"4","Avpi1"
"Pfkp",1.13975452250991e-47,0.313121745222459,0.616,0.359,3.19108471212326e-43,"4","Pfkp"
"Rps27l",1.24964792177461e-47,0.453698414868925,0.933,0.799,3.49876425138456e-43,"4","Rps27l"
"Tkt",1.35564112673533e-47,0.261792013713605,0.675,0.39,3.79552402663358e-43,"4","Tkt"
"Sod1",2.57885967235654e-47,0.273137166503489,0.666,0.386,7.22029131066385e-43,"4","Sod1"
"Ms4a4c1",4.23241537221595e-47,0.478245793309092,0.509,0.266,1.18499165591302e-42,"4","Ms4a4c"
"Ifitm11",2.39412093632246e-46,1.17321186039903,0.398,0.198,6.70305979751563e-42,"4","Ifitm1"
"Scand11",4.94646561494061e-46,0.309028482731631,0.736,0.452,1.38491144287107e-41,"4","Scand1"
"Tnfsf9",7.94565656646046e-46,0.358720397817583,0.343,0.156,2.2246249254776e-41,"4","Tnfsf9"
"Ahnak1",1.88148704882529e-45,0.302966838964634,0.971,0.835,5.26778743930103e-41,"4","Ahnak"
"Mcl11",3.93424291403028e-45,0.289797195260024,0.846,0.544,1.1015093310702e-40,"4","Mcl1"
"Akr1a11",4.1259747093634e-45,0.30813291982892,0.895,0.672,1.15519039912756e-40,"4","Akr1a1"
"Myo1g",2.58067828614631e-44,0.253761936033221,0.733,0.445,7.22538306555245e-40,"4","Myo1g"
"Higd2a",1.06316976310535e-43,0.284193196823462,0.748,0.473,2.97666270274237e-39,"4","Higd2a"
"Mt2",1.32597000823645e-43,0.371954243266973,0.481,0.262,3.71245082906041e-39,"4","Mt2"
"Pomp1",3.48715399476309e-43,0.293713186675212,0.883,0.626,9.76333375453769e-39,"4","Pomp"
"H13",4.63994612983496e-43,0.266261940012321,0.679,0.413,1.29909211743119e-38,"4","H13"
"Emp31",5.68884837977315e-43,0.28050139713377,0.973,0.831,1.59276376936889e-38,"4","Emp3"
"Foxp11",8.75277859195598e-43,0.274971273528966,0.704,0.424,2.45060295017583e-38,"4","Foxp1"
"Sdf2l1",9.92853453682216e-43,0.270722074085949,0.649,0.378,2.77979109961947e-38,"4","Sdf2l1"
"Tagln2",2.47884958753427e-42,0.361611980007667,0.92,0.714,6.94028307517844e-38,"4","Tagln2"
"Smdt11",6.69770042549796e-42,0.288291244524886,0.896,0.654,1.87522216513092e-37,"4","Smdt1"
"Ucp21",1.00213270374065e-40,0.292863155898624,0.908,0.706,2.80577114393306e-36,"4","Ucp2"
"Spag9",1.01280450177279e-39,0.261147705103035,0.836,0.557,2.83565004406346e-35,"4","Spag9"
"Tuba1a",2.19011298122497e-38,0.371179532030788,0.74,0.514,6.13187832483367e-34,"4","Tuba1a"
"Psme11",3.67013138578639e-38,0.298961516922766,0.795,0.544,1.02756338539247e-33,"4","Psme1"
"Gpr171",5.23999726160422e-35,0.566648486594884,0.541,0.346,1.46709443330395e-30,"4","Gpr171"
"Snx201",3.87901273635359e-34,0.251345644329958,0.572,0.343,1.08604598592428e-29,"4","Snx20"
"Slc7a111",1.67625754927591e-31,0.257304068579983,0.296,0.145,4.6931858864627e-27,"4","Slc7a11"
"Ifitm31",2.09518646067677e-29,0.48340369544097,0.658,0.464,5.86610305260283e-25,"4","Ifitm3"
"Mnda1",1.29039215325569e-28,0.28857700232049,0.349,0.188,3.61283995068527e-24,"4","Mnda"
"Irf8",1.14718283822428e-23,0.349097099260187,0.408,0.26,3.21188251046035e-19,"4","Irf8"
"Ccr7",6.70737114951045e-20,0.30443725632156,0.339,0.207,1.87792977443994e-15,"4","Ccr7"
"Phf11b1",6.33313614266472e-19,0.363790705655417,0.262,0.15,1.77315145722327e-14,"4","Phf11b"
"Il17f",0,3.37380032827379,0.835,0.248,0,"5","Il17f"
"Il17a",0,3.30282013893124,0.773,0.239,0,"5","Il17a"
"Ly6a1",0,1.81631412468608,0.952,0.489,0,"5","Ly6a"
"Cxcr62",0,1.60608267135151,0.963,0.572,0,"5","Cxcr6"
"Pdcd11",0,1.24589861920344,0.721,0.154,0,"5","Pdcd1"
"Il2ra1",0,1.2254207108388,0.8,0.27,0,"5","Il2ra"
"Actn21",0,1.10497345194047,0.668,0.111,0,"5","Actn2"
"Blk1",0,1.01616809963477,0.667,0.101,0,"5","Blk"
"Il23r1",0,0.681943964193194,0.507,0.086,0,"5","Il23r"
"Bcl2a1d1",1.77790201912197e-266,1.20171076226586,0.881,0.409,4.9777700731377e-262,"5","Bcl2a1d"
"Lgals12",6.42704501884689e-264,0.861498316123107,0.999,0.974,1.79944406437675e-259,"5","Lgals1"
"5830411N06Rik1",4.04568592854919e-254,1.07334786264535,0.591,0.156,1.1327111462752e-249,"5","5830411N06Rik"
"Il22",8.67696325951695e-253,3.7668315880302,0.8,0.35,2.42937617339956e-248,"5","Il22"
"Sh2d2a1",8.91585695360862e-242,0.936839260083164,0.848,0.373,2.49626162987134e-237,"5","Sh2d2a"
"Furin2",2.0277131380755e-239,1.14574087687668,0.971,0.766,5.67719124398377e-235,"5","Furin"
"Bcl2a1b1",3.16861973733549e-238,1.21444882630218,0.902,0.471,8.87150154059191e-234,"5","Bcl2a1b"
"Srgn2",9.9165496735237e-238,0.899433178959471,0.998,0.927,2.77643557759316e-233,"5","Srgn"
"Cd822",1.75138413785896e-233,0.866968352517703,0.952,0.577,4.90352530917752e-229,"5","Cd82"
"Emb2",1.89162516428576e-228,0.878148061693373,0.994,0.806,5.29617213496727e-224,"5","Emb"
"Tnfrsf252",1.30058949312676e-225,0.649681499822506,0.589,0.154,3.6413904628563e-221,"5","Tnfrsf25"
"Stx111",6.2795706497861e-222,0.965213071707411,0.787,0.336,1.75815419052711e-217,"5","Stx11"
"Ccr62",1.7482546190274e-215,0.774176901034158,0.49,0.117,4.8947632823529e-211,"5","Ccr6"
"Pim11",8.59357490869746e-215,0.867287692496422,0.984,0.752,2.40602910293712e-210,"5","Pim1"
"Gpr1831",6.55248193167202e-205,0.856235757976725,0.734,0.283,1.83456389122953e-200,"5","Gpr183"
"Ltb1",1.20751708751691e-204,1.13302222537706,0.782,0.346,3.38080634162986e-200,"5","Ltb"
"Nfkbia1",6.89456483047605e-204,0.894405518688273,0.99,0.824,1.93034026123668e-199,"5","Nfkbia"
"Traf11",3.02599277755009e-203,0.980165851216149,0.963,0.719,8.47217457858475e-199,"5","Traf1"
"Cd691",1.23571502415808e-202,1.47194067997826,0.733,0.314,3.45975492463778e-198,"5","Cd69"
"Ppp1r14c",2.09016291521207e-202,0.560826005832774,0.333,0.057,5.85203813001076e-198,"5","Ppp1r14c"
"Icos2",9.70486533446804e-202,0.99423833546916,0.842,0.4,2.71716819634436e-197,"5","Icos"
"Rora2",1.29048655298583e-198,0.768341841073314,0.927,0.48,3.61310425104972e-194,"5","Rora"
"Serpinb1a2",3.86145444780899e-194,0.99703849538103,0.758,0.317,1.08113001629756e-189,"5","Serpinb1a"
"Odc12",1.61027302032774e-187,0.88739427969514,0.975,0.789,4.5084424023136e-183,"5","Odc1"
"Npnt",1.2656458378984e-186,0.620217176762534,0.385,0.081,3.54355521694795e-182,"5","Npnt"
"Ltb4r1",4.4808152693277e-184,0.776446587521657,0.498,0.143,1.25453865910637e-179,"5","Ltb4r1"
"Cryba41",4.20227770591331e-181,0.664986387965908,0.474,0.124,1.17655371210161e-176,"5","Cryba4"
"Ramp11",5.9195789212513e-175,0.914371497295964,0.703,0.317,1.65736370637194e-170,"5","Ramp1"
"Batf",2.32823297579346e-174,0.831182634445067,0.688,0.291,6.51858668562653e-170,"5","Batf"
"Avpi12",1.47390378332926e-166,0.874933243858133,0.853,0.502,4.12663581256527e-162,"5","Avpi1"
"Satb12",3.59975879015678e-161,0.991066193964851,0.662,0.289,1.0078604660681e-156,"5","Satb1"
"Anp32a2",7.28999281164839e-156,0.856716560624597,0.851,0.537,2.04105218740532e-151,"5","Anp32a"
"Gmfg2",4.65447941342049e-154,0.733377378539324,0.862,0.474,1.30316114616947e-149,"5","Gmfg"
"Capg",1.52359836501355e-153,0.659881194799195,0.975,0.832,4.26577070236495e-149,"5","Capg"
"Ly6e1",1.00850750526187e-146,0.558393639788484,0.994,0.896,2.82361931323217e-142,"5","Ly6e"
"Dgat12",1.53996224491929e-143,0.805516093391166,0.851,0.518,4.31158629332501e-139,"5","Dgat1"
"Tmem176a1",2.45332343818022e-141,0.727819173100815,0.748,0.384,6.86881496221698e-137,"5","Tmem176a"
"Bcl2l11",7.52513587651383e-139,0.680893296736284,0.639,0.281,2.10688754270634e-134,"5","Bcl2l1"
"Cish2",3.4518934671172e-137,0.661837103529006,0.763,0.406,9.66461132923472e-133,"5","Cish"
"Znrf12",1.58299913581394e-135,0.593490542905652,0.701,0.323,4.43208098045186e-131,"5","Znrf1"
"B2m1",2.92371162725484e-134,0.517361308439244,0.999,0.975,8.18580781398811e-130,"5","B2m"
"Ccr21",7.17079644400805e-134,0.830026578517484,0.686,0.317,2.00767958839338e-129,"5","Ccr2"
"Stap11",1.08852884130352e-132,0.732006165178896,0.548,0.22,3.0476630498816e-128,"5","Stap1"
"Gadd45b1",1.732104609783e-130,0.702152463418491,0.892,0.579,4.84954648647045e-126,"5","Gadd45b"
"S100a61",6.78137593625043e-127,0.507982766138083,1,0.994,1.89864963463139e-122,"5","S100a6"
"Sla",1.43510586845653e-125,0.614041440097686,0.499,0.185,4.01800941050461e-121,"5","Sla"
"Cpd",2.05332914557994e-125,0.482545131552018,0.429,0.137,5.74891094179472e-121,"5","Cpd"
"Abi3bp",1.44495848247575e-124,0.392928834496249,0.254,0.051,4.0455947592356e-120,"5","Abi3bp"
"Pkm1",5.81829681105238e-118,0.556481063998717,0.977,0.829,1.62900674115844e-113,"5","Pkm"
"Ikzf32",8.35262007716964e-118,0.516132654797145,0.707,0.319,2.33856656920595e-113,"5","Ikzf3"
"Lat3",9.37144212852185e-118,0.549281608054762,0.932,0.665,2.62381636714355e-113,"5","Lat"
"Camk41",1.0290297508621e-116,0.445515809044938,0.451,0.148,2.88107749646371e-112,"5","Camk4"
"Bhlhe401",1.03368613283679e-114,0.754177627020859,0.707,0.392,2.89411443471646e-110,"5","Bhlhe40"
"AU020206",3.37757871025257e-114,0.550365007009266,0.48,0.177,9.45654487296513e-110,"5","AU020206"
"Ptprcap2",4.52850818377354e-114,0.569432875177382,0.906,0.599,1.26789172129292e-109,"5","Ptprcap"
"Limd21",9.4653397719792e-114,0.614196451168083,0.724,0.385,2.65010582935874e-109,"5","Limd2"
"Gm128401",1.75051406352397e-110,1.59040726671122,0.567,0.283,4.9010892750544e-106,"5","Gm12840"
"Gpr652",1.82708206410759e-109,0.579481257356819,0.59,0.257,5.11546436308844e-105,"5","Gpr65"
"Il7r2",1.84190136594581e-108,0.56872769959385,0.808,0.447,5.15695544437509e-104,"5","Il7r"
"S100a41",2.45435485660638e-105,0.530341749370305,0.987,0.946,6.87170272752654e-101,"5","S100a4"
"Ostf1",1.35594631736015e-103,0.6728877921377,0.926,0.742,3.79637849934494e-99,"5","Ostf1"
"Rac21",8.6670381262904e-102,0.490236732081143,0.912,0.63,2.42659733459879e-97,"5","Rac2"
"Sec11c",6.2545765326283e-99,0.583951489186358,0.82,0.552,1.75115633760527e-94,"5","Sec11c"
"F2r1",2.6083951257916e-97,0.509152392872985,0.526,0.217,7.30298467319131e-93,"5","F2r"
"Cd523",2.399388508968e-95,0.473227354041766,0.996,0.875,6.71780794740861e-91,"5","Cd52"
"Hif1a",3.55924622409572e-95,0.631563073455646,0.713,0.428,9.9651775782232e-91,"5","Hif1a"
"Maf2",1.45603791406686e-94,0.658870450716326,0.663,0.355,4.0766149518044e-90,"5","Maf"
"Il21r1",7.37534853323912e-94,0.558187901846492,0.447,0.175,2.06495008233629e-89,"5","Il21r"
"Samsn12",4.81062520594405e-92,0.460495151788443,0.924,0.648,1.34687884516021e-87,"5","Samsn1"
"Ppp1r111",7.62881356668511e-90,0.51206978016376,0.815,0.559,2.1359152224005e-85,"5","Ppp1r11"
"Spcs2",8.82880489506614e-90,0.528172927802109,0.849,0.627,2.47188879452062e-85,"5","Spcs2"
"Tmem176b1",7.6813212084883e-89,0.542642811102208,0.704,0.405,2.15061631195255e-84,"5","Tmem176b"
"Ap3s12",1.04303147549792e-88,0.493353292050006,0.827,0.561,2.92027952509907e-84,"5","Ap3s1"
"Mir155hg",6.74870244337719e-88,0.534822125382293,0.477,0.201,1.88950171009675e-83,"5","Mir155hg"
"Ets12",9.16536283508122e-88,0.48256648599727,0.908,0.67,2.56611828656604e-83,"5","Ets1"
"Ubl5",1.13598634367065e-87,0.446216134893116,0.953,0.842,3.18053456500909e-83,"5","Ubl5"
"Smox",1.33810192353102e-87,0.553265371893838,0.848,0.601,3.74641776550215e-83,"5","Smox"
"Mif4gd2",1.26618460666367e-86,0.517112105421329,0.776,0.504,3.54506366173695e-82,"5","Mif4gd"
"Nfkbiz2",7.03977930425828e-85,0.564069618930262,0.717,0.435,1.97099740960623e-80,"5","Nfkbiz"
"Cd163l11",6.5464570513024e-84,1.04148072349061,0.41,0.176,1.83287704522365e-79,"5","Cd163l1"
"Mapkapk32",8.54377200725727e-83,0.489447682125081,0.686,0.398,2.39208528659189e-78,"5","Mapkapk3"
"H2-Q71",7.35835786599449e-81,0.506487293595582,0.706,0.393,2.06019303532114e-76,"5","H2-Q7"
"Slfn22",6.98429694688784e-80,0.563383120966148,0.843,0.531,1.95546345918966e-75,"5","Slfn2"
"Pon21",4.46387662346016e-78,0.482033812685821,0.647,0.368,1.24979617703638e-73,"5","Pon2"
"Ly6g5b",6.06960662548452e-78,0.353340379762424,0.299,0.093,1.69936846300316e-73,"5","Ly6g5b"
"Aldoa1",7.75203803182238e-78,0.404261590237477,0.972,0.894,2.17041560814963e-73,"5","Aldoa"
"Krtcap2",3.73233271855007e-76,0.45519149887508,0.779,0.529,1.04497851453965e-71,"5","Krtcap2"
"Nr4a11",1.6599443638024e-75,0.679142508527371,0.742,0.514,4.64751222977396e-71,"5","Nr4a1"
"Fnbp11",3.83839364586351e-75,0.464251327605096,0.718,0.449,1.07467345296887e-70,"5","Fnbp1"
"Pkp3",3.9419147175902e-75,0.477830211964553,0.47,0.214,1.1036572826309e-70,"5","Pkp3"
"Uqcrfs1",7.68658151646344e-75,0.557111488321099,0.796,0.569,2.15208909297944e-70,"5","Uqcrfs1"
"Cytip1",3.068749256029e-74,0.458883995928485,0.9,0.721,8.59188416702999e-70,"5","Cytip"
