"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd7",0,1.97515168983022,0.994,0.585,0,"0","Cd7"
"Mest",0,1.88621743884367,0.878,0.48,0,"0","Mest"
"Trf",0,1.79845170085865,0.917,0.407,0,"0","Trf"
"Tsc22d1",0,1.76713430245948,0.856,0.488,0,"0","Tsc22d1"
"Cd3g",0,1.62055002825372,0.998,0.778,0,"0","Cd3g"
"Cd3e",0,1.6058781847934,0.992,0.699,0,"0","Cd3e"
"Fermt2",0,1.5740796058192,0.905,0.316,0,"0","Fermt2"
"Cdk11b",0,1.53243148777192,0.883,0.631,0,"0","Cdk11b"
"Ptp4a1",0,1.49911999828759,0.992,0.863,0,"0","Ptp4a1"
"Rgs1",0,1.45216777143214,0.999,0.914,0,"0","Rgs1"
"Tnfrsf9",0,1.44356992518397,0.96,0.7,0,"0","Tnfrsf9"
"Il12rb2",0,1.41516705656544,0.834,0.357,0,"0","Il12rb2"
"Nkg7",0,1.3949415862151,0.987,0.634,0,"0","Nkg7"
"Slc25a3",0,1.3577731863741,0.991,0.956,0,"0","Slc25a3"
"Rgs2",0,1.33954569849471,0.999,0.882,0,"0","Rgs2"
"Amd1",0,1.32342338520889,0.906,0.587,0,"0","Amd1"
"Avil",0,1.31132586072424,0.718,0.235,0,"0","Avil"
"Usmg5",0,1.30728590337498,0.983,0.917,0,"0","Usmg5"
"Crem",0,1.29755079908086,0.994,0.959,0,"0","Crem"
"Dfna5",0,1.28088620283473,0.725,0.288,0,"0","Dfna5"
"Bpnt1",0,1.26056996050151,0.804,0.426,0,"0","Bpnt1"
"Cwc25",0,1.25514521619333,0.731,0.443,0,"0","Cwc25"
"Gem",0,1.23990617843193,0.932,0.647,0,"0","Gem"
"Cd3d",0,1.23911573883967,0.955,0.643,0,"0","Cd3d"
"Areg",0,1.23369123071385,0.751,0.529,0,"0","Areg"
"Ctla2a",0,1.21983158771006,0.995,0.804,0,"0","Ctla2a"
"Dapk2",0,1.21304954381189,0.658,0.239,0,"0","Dapk2"
"Klrd1",0,1.19249485252955,0.77,0.345,0,"0","Klrd1"
"Sult2b1",0,1.1887862279899,0.657,0.277,0,"0","Sult2b1"
"Emd",0,1.17304507812304,0.922,0.733,0,"0","Emd"
"Sytl3",0,1.16770382056078,0.867,0.52,0,"0","Sytl3"
"Cela1",0,1.15394128932044,0.579,0.206,0,"0","Cela1"
"Nap1l5",0,1.15311051780755,0.43,0.168,0,"0","Nap1l5"
"Atp1b1",0,1.14868925595447,0.671,0.256,0,"0","Atp1b1"
"Prkacb",0,1.13040012960395,0.741,0.374,0,"0","Prkacb"
"Cited2",0,1.12787060278207,0.828,0.591,0,"0","Cited2"
"Ssna1",0,1.12078438812375,0.74,0.536,0,"0","Ssna1"
"Zc3h13",0,1.11842226976182,0.788,0.49,0,"0","Zc3h13"
"Map1b",0,1.11495444454204,0.582,0.238,0,"0","Map1b"
"Wbp5",0,1.11301111215351,0.787,0.527,0,"0","Wbp5"
"Anapc2",0,1.11108644689591,0.674,0.401,0,"0","Anapc2"
"Mpp6",0,1.10904348277262,0.781,0.418,0,"0","Mpp6"
"Hk2",0,1.10841041790648,0.782,0.469,0,"0","Hk2"
"Lin54",0,1.10039287905255,0.732,0.376,0,"0","Lin54"
"Matk",0,1.09641676582546,0.617,0.238,0,"0","Matk"
"Ctsw",0,1.09319193601217,0.799,0.409,0,"0","Ctsw"
"Cenpa",0,1.08571817555577,0.801,0.512,0,"0","Cenpa"
"Dnajb6",0,1.07254600258354,0.921,0.831,0,"0","Dnajb6"
"Xcl1",0,1.06966483087733,0.494,0.202,0,"0","Xcl1"
"Igsf8",0,1.06866569830049,0.677,0.392,0,"0","Igsf8"
"Rab4a",0,1.06042287184456,0.756,0.411,0,"0","Rab4a"
"Prkch",0,1.04769439999882,0.666,0.32,0,"0","Prkch"
"Wwc1",0,1.0415603566668,0.499,0.217,0,"0","Wwc1"
"Ngfrap1",0,1.0250344672058,0.77,0.522,0,"0","Ngfrap1"
"Il2rb",0,1.01959948382688,0.967,0.788,0,"0","Il2rb"
"Plscr1",0,1.0180150109254,0.623,0.301,0,"0","Plscr1"
"G3bp2",0,1.01731016627423,0.746,0.521,0,"0","G3bp2"
"Fos",0,1.01636117868608,0.963,0.77,0,"0","Fos"
"Itm2c",0,1.00757712905091,0.889,0.668,0,"0","Itm2c"
"P2ry10",0,1.00746739669078,0.859,0.643,0,"0","P2ry10"
"Ccnd2",0,1.00611113170324,0.961,0.769,0,"0","Ccnd2"
"Calm2",0,1.00515684656815,0.991,0.953,0,"0","Calm2"
"Gucy2c",0,1.00189012198759,0.466,0.153,0,"0","Gucy2c"
"Arf4",0,0.989641241078035,0.802,0.747,0,"0","Arf4"
"Nudt4",0,0.985528821917633,0.808,0.607,0,"0","Nudt4"
"Smchd1",0,0.981991021598835,0.748,0.527,0,"0","Smchd1"
"Fam174b",0,0.980524260018427,0.428,0.162,0,"0","Fam174b"
"Wbscr16",0,0.97322335456445,0.523,0.203,0,"0","Wbscr16"
"Cd96",0,0.972619491370728,0.585,0.252,0,"0","Cd96"
"Pop4",0,0.970480280172881,0.537,0.302,0,"0","Pop4"
"Col27a1",0,0.961211132780403,0.532,0.228,0,"0","Col27a1"
"Cntrob",0,0.959913508500266,0.51,0.184,0,"0","Cntrob"
"Ncoa2",0,0.958105070505565,0.574,0.326,0,"0","Ncoa2"
"Abcb1b",0,0.949057154031555,0.601,0.361,0,"0","Abcb1b"
"Jmy",0,0.946354857614004,0.689,0.394,0,"0","Jmy"
"Tiparp",0,0.945154430516515,0.733,0.488,0,"0","Tiparp"
"Cd2",0,0.943249630183564,0.804,0.478,0,"0","Cd2"
"Slc1a5",0,0.942486541531197,0.677,0.457,0,"0","Slc1a5"
"Myl12a",0,0.93759976177655,0.997,0.969,0,"0","Myl12a"
"Ramp3",0,0.937422556578673,0.977,0.831,0,"0","Ramp3"
"Tpm4",0,0.936682337916353,0.966,0.909,0,"0","Tpm4"
"Hist3h2a",0,0.936017715650296,0.506,0.258,0,"0","Hist3h2a"
"Ppm1g",0,0.935409248533993,0.779,0.581,0,"0","Ppm1g"
"Slc16a10",0,0.934678611977004,0.542,0.281,0,"0","Slc16a10"
"Foxo1",0,0.933952106222492,0.773,0.496,0,"0","Foxo1"
"Crbn",0,0.932259190263504,0.574,0.298,0,"0","Crbn"
"Prkar1a",0,0.930029293046368,0.979,0.892,0,"0","Prkar1a"
"Myo1e",0,0.918828038933357,0.684,0.408,0,"0","Myo1e"
"Tmem123",0,0.909758993110563,0.949,0.779,0,"0","Tmem123"
"Zmat4",0,0.90818868866374,0.417,0.128,0,"0","Zmat4"
"Cd247",0,0.89499907809358,0.687,0.418,0,"0","Cd247"
"BC031181",0,0.892941530163292,0.824,0.69,0,"0","BC031181"
"Pea15a",0,0.89188173087874,0.65,0.455,0,"0","Pea15a"
"Sap18",0,0.877468954462711,0.791,0.72,0,"0","Sap18"
"Isy1",0,0.872756566317867,0.846,0.694,0,"0","Isy1"
"Gnas",0,0.864987114289124,0.99,0.949,0,"0","Gnas"
"Usp36",0,0.851575747125767,0.556,0.31,0,"0","Usp36"
"Vgll4",0,0.845775374950285,0.9,0.697,0,"0","Vgll4"
"Cstb",0,0.845577091676959,0.96,0.898,0,"0","Cstb"
"Ube2j1",0,0.831612923798412,0.804,0.623,0,"0","Ube2j1"
"Klf13",0,0.828664470809227,0.798,0.635,0,"0","Klf13"
"Pld3",0,0.828254960614722,0.837,0.654,0,"0","Pld3"
"Kpna1",0,0.828146723201265,0.654,0.469,0,"0","Kpna1"
"Traf4",0,0.828126724772065,0.632,0.388,0,"0","Traf4"
"Zeb1",0,0.827759948958101,0.78,0.552,0,"0","Zeb1"
"Srsf3",0,0.822369631510333,0.918,0.836,0,"0","Srsf3"
"Park7",0,0.814664839404767,0.779,0.72,0,"0","Park7"
"Lck",0,0.809218670053142,0.613,0.346,0,"0","Lck"
"Scp2",0,0.809141206515132,0.898,0.752,0,"0","Scp2"
"Cst7",0,0.794100811459011,0.585,0.357,0,"0","Cst7"
"Tmem189",0,0.789235144869181,0.698,0.477,0,"0","Tmem189"
"Grap2",0,0.78497683252913,0.616,0.408,0,"0","Grap2"
"Ubald2",0,0.782490275728782,0.912,0.741,0,"0","Ubald2"
"Dnaja1",0,0.774824080172868,0.952,0.901,0,"0","Dnaja1"
"Itk",0,0.77198307521295,0.779,0.586,0,"0","Itk"
"Mxd4",0,0.770115380049818,0.684,0.5,0,"0","Mxd4"
"Vps37b",0,0.760141867309472,0.978,0.878,0,"0","Vps37b"
"Myl12b",0,0.743029903729963,0.872,0.799,0,"0","Myl12b"
"Klrk1",0,0.711427789075238,0.853,0.694,0,"0","Klrk1"
"Bzw1",0,0.698688945976828,0.889,0.822,0,"0","Bzw1"
"Saraf",0,0.698666844916132,0.937,0.857,0,"0","Saraf"
"Arpc3",0,0.697997085944013,0.988,0.959,0,"0","Arpc3"
"Nfil3",0,0.696067189022824,0.718,0.592,0,"0","Nfil3"
"Snrpg",0,0.688647106634114,0.929,0.904,0,"0","Snrpg"
"Arl4c",0,0.669451652690091,0.936,0.823,0,"0","Arl4c"
"Btg1",0,0.668663164772514,0.998,0.995,0,"0","Btg1"
"Srrm2",0,0.666216555771119,0.865,0.787,0,"0","Srrm2"
"Thy1",0,0.66227337814287,0.902,0.718,0,"0","Thy1"
"Cnbp",0,0.648079066084053,0.984,0.944,0,"0","Cnbp"
"Hnrnpa2b1",0,0.64309477001051,0.909,0.889,0,"0","Hnrnpa2b1"
"Arl6ip5",0,0.635305222146184,0.855,0.778,0,"0","Arl6ip5"
"Srsf2",0,0.610204091156571,0.905,0.864,0,"0","Srsf2"
"Map1lc3b",0,0.571788003889883,0.928,0.907,0,"0","Map1lc3b"
"Dynll1",0,0.513648469752863,0.974,0.96,0,"0","Dynll1"
"Junb",0,0.509556767824965,0.996,0.984,0,"0","Junb"
"Fth1",0,0.359199880124677,1,1,0,"0","Fth1"
"Pmp22",1.46669110593815e-307,0.831127655290578,0.423,0.17,4.11040182439166e-303,"0","Pmp22"
"Hmgb1",4.46263723354863e-307,0.444239307918472,0.944,0.923,1.250654084702e-302,"0","Hmgb1"
"Fbxo34",6.89252058783179e-305,0.816209963159033,0.516,0.28,1.93162889473986e-300,"0","Fbxo34"
"Tinf2",1.59945016110716e-302,0.809592312911052,0.602,0.409,4.48245907650281e-298,"0","Tinf2"
"Rasl11b",3.23392010226006e-301,0.869607836168498,0.394,0.15,9.06306108658381e-297,"0","Rasl11b"
"Rassf1",1.94101047884069e-297,0.748575473618291,0.682,0.544,5.43968186695104e-293,"0","Rassf1"
"Mier1",6.60539335540163e-296,0.690251201363748,0.721,0.613,1.85116148785131e-291,"0","Mier1"
"Cisd2",8.47968812549284e-293,0.63835152611714,0.732,0.646,2.37643259716937e-288,"0","Cisd2"
"Eif1",1.86967407058196e-292,0.32762019836836,0.999,1,5.23976158280593e-288,"0","Eif1"
"Runx3",6.65168070954936e-292,0.666655224321026,0.716,0.559,1.86413351885121e-287,"0","Runx3"
"Ankrd11",2.20222928575096e-289,0.639889582245322,0.753,0.631,6.17174757331707e-285,"0","Ankrd11"
"Fosl2",1.0413019163152e-287,0.520564234311222,0.886,0.839,2.91824862047335e-283,"0","Fosl2"
"Hspa2",2.66935290713566e-286,0.856633071810666,0.432,0.192,7.48086152224768e-282,"0","Hspa2"
"Ctla2b",2.17068782678204e-285,0.743405435661464,0.575,0.34,6.08335263455668e-281,"0","Ctla2b"
"Ssbp2",1.13251298704143e-283,0.774686211795226,0.485,0.258,3.1738676461836e-279,"0","Ssbp2"
"Dhrs11",2.27373227552718e-280,0.80321067073979,0.423,0.189,6.37213470216491e-276,"0","Dhrs11"
"Lbh",4.5550080872138e-280,0.820910860806747,0.515,0.298,1.27654101644167e-275,"0","Lbh"
"Ldlrad4",4.64690956628258e-280,0.768651224081287,0.509,0.278,1.30229640595069e-275,"0","Ldlrad4"
"Tuba4a",4.99872592816813e-279,0.794088164267917,0.661,0.5,1.40089294136912e-274,"0","Tuba4a"
"Maff",1.03243116619682e-275,1.02219211740339,0.659,0.505,2.89338834326658e-271,"0","Maff"
"Anxa11",3.0171794543374e-275,0.632833357389585,0.7,0.603,8.45564542078057e-271,"0","Anxa11"
"Tubb2a",9.17570406589285e-275,1.01177305077686,0.525,0.317,2.57149106446647e-270,"0","Tubb2a"
"Pja1",3.46016461421117e-274,0.777024925546056,0.572,0.368,9.6971113313268e-270,"0","Pja1"
"Trat1",7.49834879270698e-272,0.680768795879478,0.334,0.112,2.10141224915613e-267,"0","Trat1"
"Cntn1",1.93412001291566e-266,0.693128777242966,0.349,0.126,5.42037133619615e-262,"0","Cntn1"
"Ptk2b",5.20173368076237e-266,0.705820962758802,0.609,0.447,1.45778586403365e-261,"0","Ptk2b"
"Bend4",1.65379656703751e-264,0.826488812863647,0.413,0.186,4.63476487912263e-260,"0","Bend4"
"Smim14",2.30015294094033e-264,0.686387760514235,0.718,0.637,6.44617861698527e-260,"0","Smim14"
"Cant1",7.95336648265974e-262,0.889930423029428,0.472,0.256,2.22893095676539e-257,"0","Cant1"
"Morf4l2",1.07066618699814e-261,0.690337832068024,0.702,0.622,3.00054198906229e-257,"0","Morf4l2"
"Adgrl2",1.76429937035321e-260,0.740721706941695,0.41,0.187,4.94444898541486e-256,"0","Adgrl2"
"Ctnnbl1",4.61580931891797e-258,0.764998037752911,0.517,0.322,1.29358056162676e-253,"0","Ctnnbl1"
"Tiprl",6.16635779477891e-258,0.736557050415126,0.582,0.417,1.72812177198679e-253,"0","Tiprl"
"Swap70",2.12442918727231e-257,0.748623776030994,0.507,0.305,5.95371279733066e-253,"0","Swap70"
"Sla2",3.54443442501492e-255,0.752068638795386,0.492,0.276,9.93327747610432e-251,"0","Sla2"
"Med31",1.78852241208474e-254,0.951167460612237,0.456,0.242,5.0123340598675e-250,"0","Med31"
"Ntan1",3.8465454816263e-252,0.775911148523382,0.584,0.437,1.07799437122577e-247,"0","Ntan1"
"Spry2",1.91071585907793e-249,0.968099309076059,0.43,0.201,5.3547811950659e-245,"0","Spry2"
"Rbm39",2.29026578620323e-249,0.383484358310427,0.961,0.955,6.41846986583455e-245,"0","Rbm39"
"Isca1",7.31728627765734e-247,0.756690970933241,0.494,0.294,2.05066947931347e-242,"0","Isca1"
"Litaf",4.08561521463162e-246,0.541136930295192,0.79,0.661,1.14499366390051e-241,"0","Litaf"
"Lrmp",6.17394968404729e-245,0.737157755021552,0.435,0.225,1.73024939895425e-240,"0","Lrmp"
"Clk1",3.76141510136218e-243,0.603018709624358,0.718,0.639,1.05413658215675e-238,"0","Clk1"
"Smim3",6.64437302866584e-243,0.671327134498014,0.638,0.512,1.8620855412836e-238,"0","Smim3"
"Gpr34",1.72555517618074e-241,0.68465738688602,0.326,0.117,4.83586838124651e-237,"0","Gpr34"
"St8sia1",1.68674538917791e-240,0.710392202695222,0.37,0.157,4.72710395317111e-236,"0","St8sia1"
"Nr4a2",3.02738526852528e-239,0.715209805402568,0.68,0.528,8.48424721504209e-235,"0","Nr4a2"
"Higd1a",3.25574946740901e-239,0.623212521613146,0.744,0.7,9.12423788241375e-235,"0","Higd1a"
"Hmces",1.63904163213971e-238,0.711847582534812,0.545,0.367,4.59341417407153e-234,"0","Hmces"
"Acpp",2.2605750934738e-236,0.822766054329219,0.424,0.217,6.33526169946034e-232,"0","Acpp"
"Pnrc1",7.85053768384699e-236,0.461434579942367,0.889,0.854,2.20011318589812e-231,"0","Pnrc1"
"Errfi1",5.89109609828834e-235,0.613343213980015,0.68,0.515,1.65097968154531e-230,"0","Errfi1"
"Map1lc3a",7.14885247107911e-235,0.903544611462192,0.617,0.485,2.00346590501992e-230,"0","Map1lc3a"
"Ptpn1",8.95773898084071e-234,0.588197952417723,0.704,0.602,2.51040634938061e-229,"0","Ptpn1"
"Stambpl1",1.06742971081749e-230,0.688726161191753,0.391,0.183,2.99147176456603e-226,"0","Stambpl1"
"Sar1a",1.1320241380845e-230,0.696647525037518,0.673,0.611,3.17249764698182e-226,"0","Sar1a"
"Rpn1",8.69055781973648e-229,0.706116385067402,0.579,0.437,2.43552882898115e-224,"0","Rpn1"
"Rheb",6.83359852706917e-227,0.538580280821324,0.806,0.792,1.91511598721113e-222,"0","Rheb"
"Ppp1cc",1.34522355566886e-226,0.393326912608899,0.912,0.851,3.76998901476197e-222,"0","Ppp1cc"
"Prr7",2.35305726715064e-221,0.677251248394979,0.64,0.496,6.59444299118967e-217,"0","Prr7"
"Lgals3",1.54548143905685e-220,0.359758646151999,0.996,0.968,4.33121173295681e-216,"0","Lgals3"
"Fads3",2.28587347562665e-219,0.706784271743923,0.344,0.145,6.40616041544367e-215,"0","Fads3"
"1810058I24Rik",8.47613194423709e-217,0.720791059597729,0.644,0.552,2.37543597737244e-212,"0","1810058I24Rik"
"Srsf7",2.53854599543568e-214,0.483866126549874,0.829,0.794,7.11427515220848e-210,"0","Srsf7"
"Ptms",1.77943096084668e-213,0.505466816215758,0.773,0.67,4.98685526777283e-209,"0","Ptms"
"Mvk",2.89645322644549e-212,0.737136608378709,0.362,0.164,8.11731016711349e-208,"0","Mvk"
"Ninj1",1.51047551920878e-210,0.458436922593828,0.818,0.741,4.23310764258261e-206,"0","Ninj1"
"Tmem243",2.4100418214446e-208,0.639993144944829,0.634,0.544,6.75414220459849e-204,"0","Tmem243"
"Klrc1",1.49371605094201e-206,0.818527838340148,0.408,0.201,4.18613923276498e-202,"0","Klrc1"
"Crtc3",2.02869252489894e-206,0.654545170572157,0.554,0.412,5.68541080102929e-202,"0","Crtc3"
"Cdkn1a",7.90697376264511e-205,0.434619565927922,0.938,0.899,2.21592939698129e-200,"0","Cdkn1a"
"Cd244",8.05890833841079e-205,0.703291243679124,0.453,0.27,2.25850906183962e-200,"0","Cd244"
"Cebpb",9.72972077877611e-205,0.44191389476488,0.9,0.761,2.726754248252e-200,"0","Cebpb"
"Ctnnd2",1.4755797247843e-204,0.668324287349374,0.355,0.165,4.13531217870801e-200,"0","Ctnnd2"
"Uty",3.11815407758036e-203,0.780989206430883,0.428,0.238,8.73862680241897e-199,"0","Uty"
"4932438A13Rik",1.02845711015524e-200,0.602972673963577,0.585,0.452,2.88225105121005e-196,"0","4932438A13Rik"
"Rab7",2.01075151841698e-200,0.495983640357811,0.759,0.738,5.63513113036357e-196,"0","Rab7"
"Gch1",1.02350693358276e-199,0.561470358075045,0.705,0.638,2.86837818136568e-195,"0","Gch1"
"Ubald1",1.24919966468056e-197,0.672909977812107,0.517,0.36,3.50088206026726e-193,"0","Ubald1"
"Whsc1l1",1.40920556656995e-196,0.545098498707348,0.697,0.632,3.94929860031228e-192,"0","Whsc1l1"
"Rhof",4.48365155595317e-196,0.615746462973083,0.629,0.509,1.25654334855588e-191,"0","Rhof"
"Nrip3",6.70568876084328e-196,1.16312861984812,0.391,0.198,1.87926927522633e-191,"0","Nrip3"
"Hpse",7.91001453384735e-195,0.64641456854952,0.324,0.139,2.21678157311072e-190,"0","Hpse"
"Clta",5.14766724100726e-194,0.491947826517167,0.841,0.833,1.44263374429228e-189,"0","Clta"
"Ifrd1",3.7132721018519e-191,0.404772800388829,0.912,0.873,1.040644506544e-186,"0","Ifrd1"
"Btg2",1.31016199004334e-190,0.51161492126738,0.852,0.823,3.67172897709647e-186,"0","Btg2"
"Fam195a",7.80015345619944e-190,0.668494732812764,0.323,0.14,2.18599300609989e-185,"0","Fam195a"
"Smarca5",8.00479544218591e-190,0.690323759668907,0.657,0.603,2.2433439226726e-185,"0","Smarca5"
"Rnf157",1.87571013082283e-189,0.6478328312272,0.501,0.337,5.25667764163098e-185,"0","Rnf157"
"Eprs",2.09537813542688e-189,0.803361652849987,0.651,0.556,5.87229722453382e-185,"0","Eprs"
"Pdxk",1.56478938891339e-188,0.683120957005553,0.438,0.266,4.38532226242978e-184,"0","Pdxk"
"Zfp706",3.0251649072803e-188,0.49391369540432,0.728,0.69,8.47802465265304e-184,"0","Zfp706"
"Snx29",8.95889717878593e-187,0.653947533422309,0.319,0.138,2.51073093435476e-182,"0","Snx29"
"Pik3r1",1.41518516255886e-185,0.627101668055544,0.578,0.446,3.9660564180712e-181,"0","Pik3r1"
"Rpe",2.10897969338621e-183,0.654697661499305,0.382,0.205,5.91041559071484e-179,"0","Rpe"
"Ppa1",5.17366077231499e-183,0.986116145696658,0.487,0.344,1.44991843144128e-178,"0","Ppa1"
"Elovl6",7.83170831488629e-180,0.73911142892846,0.356,0.177,2.19483625524688e-175,"0","Elovl6"
"Snrpb",1.03542578360619e-179,0.393082147043008,0.84,0.84,2.90178075855634e-175,"0","Snrpb"
"Lgals3bp",1.02253101592189e-177,0.608324777658148,0.6,0.501,2.86564317212111e-173,"0","Lgals3bp"
"Man1b1",2.87068732386151e-177,0.723898797163302,0.428,0.266,8.04510122512187e-173,"0","Man1b1"
"Lat",3.06159254709869e-177,0.460734804563357,0.752,0.654,8.58011311324408e-173,"0","Lat"
"Dnaja2",4.91697321518303e-177,0.594157797228714,0.671,0.638,1.37798174355504e-172,"0","Dnaja2"
"Prox2",2.61815803982048e-176,0.588064369396051,0.262,0.095,7.3373879065969e-172,"0","Prox2"
"Rrm1",8.76358599785586e-176,0.854291352463036,0.397,0.225,2.4559949758991e-171,"0","Rrm1"
"Impdh2",5.2480040822776e-175,0.825019171294591,0.642,0.585,1.4707531440583e-170,"0","Impdh2"
"Rsrp1",2.90884091346353e-172,0.384558324485227,0.873,0.875,8.15202665998154e-168,"0","Rsrp1"
"Rhoq",1.19419145492384e-171,0.581755520234334,0.532,0.388,3.34672155242406e-167,"0","Rhoq"
"Fam3c",4.60413307293743e-166,0.654171755501787,0.39,0.223,1.29030829369072e-161,"0","Fam3c"
"Tsc2",9.3847545906388e-166,0.603775098514842,0.321,0.152,2.63007747402652e-161,"0","Tsc2"
"Purb",7.92901348560164e-165,0.563705884817122,0.624,0.527,2.22210602933986e-160,"0","Purb"
"Chrne",2.15160970778423e-162,0.746853090175227,0.336,0.166,6.02988620606529e-158,"0","Chrne"
"Panx1",3.47713301476339e-162,0.680271965488622,0.463,0.32,9.74466527387439e-158,"0","Panx1"
"Adora3",5.13977614147366e-162,0.588341189132772,0.264,0.103,1.44042226364799e-157,"0","Adora3"
"Neat1",3.4170704200381e-161,0.401254543751975,0.906,0.911,9.57633985215677e-157,"0","Neat1"
"Os9",2.13303146491818e-159,0.660664575592586,0.512,0.403,5.9778206804332e-155,"0","Os9"
"Dip2b",3.74321856518414e-158,0.610618118764132,0.488,0.354,1.04903700289286e-153,"0","Dip2b"
"Tubb4b",4.8375817150835e-158,0.595140040286063,0.644,0.586,1.35573227565215e-153,"0","Tubb4b"
"Cerk",1.46593460191197e-156,0.592774262686939,0.478,0.337,4.10828172185831e-152,"0","Cerk"
"Cd320",2.64602004711443e-156,0.630811439705047,0.34,0.176,7.41547118203819e-152,"0","Cd320"
"Flnb",2.86429041748988e-155,0.62102613673128,0.444,0.301,8.02717389501537e-151,"0","Flnb"
"Snx18",1.18736745100646e-153,0.598070291279529,0.537,0.431,3.32759728144562e-149,"0","Snx18"
"Atf7ip",3.40222317428186e-153,0.705628065723963,0.435,0.292,9.5347304459249e-149,"0","Atf7ip"
"Ormdl1",1.47863665473274e-151,0.606639584232477,0.363,0.205,4.14387922488851e-147,"0","Ormdl1"
"Tacstd2",1.69090238444847e-150,0.549732718001288,0.372,0.2,4.73875393241684e-146,"0","Tacstd2"
"Plekha2",3.715177654099e-149,0.499539794669784,0.615,0.533,1.04117853756124e-144,"0","Plekha2"
"Grk6",6.68023187588787e-148,0.604629524560178,0.462,0.335,1.87213498321758e-143,"0","Grk6"
"Rell1",8.98976459856142e-146,0.62911027210499,0.51,0.405,2.51938152874684e-141,"0","Rell1"
"St8sia4",5.16459028189711e-143,0.616377305743081,0.485,0.36,1.44737642650167e-138,"0","St8sia4"
"Cyb5a",1.59050243113235e-142,0.538197153793647,0.649,0.603,4.4573830632484e-138,"0","Cyb5a"
"Rab8b",1.52859836638356e-141,0.373038619583123,0.816,0.826,4.28389692178993e-137,"0","Rab8b"
"Birc2",1.54758889887368e-141,0.608518395322371,0.428,0.288,4.33711788909349e-137,"0","Birc2"
"Arhgap25",3.97065776284912e-141,0.610858937646925,0.347,0.194,1.11277683803846e-136,"0","Arhgap25"
"Ptpn22",1.50442780078505e-140,0.54609357045657,0.581,0.483,4.21615891170011e-136,"0","Ptpn22"
"Cdv3",1.59457121025363e-140,0.513316682295182,0.65,0.609,4.46878581673579e-136,"0","Cdv3"
"Lats2",2.82970137229528e-140,0.513339229580241,0.592,0.521,7.93023809585754e-136,"0","Lats2"
"Rab6a",1.28244625902536e-139,0.588790248470596,0.571,0.513,3.59405564091858e-135,"0","Rab6a"
"Arid5a",1.41193925191968e-138,0.498633992162043,0.617,0.561,3.9569597535049e-134,"0","Arid5a"
"Gm8186",4.30314875016653e-137,0.536974348642112,0.604,0.572,1.20595743723417e-132,"0","Gm8186"
"Abt1",6.09545274504022e-136,1.00207031486938,0.4,0.259,1.70825063179752e-131,"0","Abt1"
"Ankrd13c",1.47309180958199e-135,0.670273976439213,0.426,0.299,4.12833979635353e-131,"0","Ankrd13c"
"Orai1",8.95765227943211e-135,0.40253067700911,0.74,0.719,2.51038205131085e-130,"0","Orai1"
"Gm10094",3.19294291502466e-133,0.724034721265666,0.521,0.428,8.9482225193566e-129,"0","Gm10094"
"Tob1",1.31660040525065e-132,0.595377392822187,0.528,0.412,3.68977263571495e-128,"0","Tob1"
"Nudt18",3.25634135906434e-131,0.597035534311673,0.369,0.227,9.12589665877782e-127,"0","Nudt18"
"Sf3b1",7.44589676806786e-131,0.414105844519836,0.756,0.78,2.08671256925102e-126,"0","Sf3b1"
"Zgpat",2.45543100175048e-130,0.529726347189818,0.326,0.178,6.88134538240572e-126,"0","Zgpat"
"Riok1",4.7641805339094e-129,0.617535956285659,0.442,0.321,1.33516159462811e-124,"0","Riok1"
"Stat3",1.33759108571711e-127,0.405519797409907,0.753,0.754,3.74859901772221e-123,"0","Stat3"
"Sfpq",9.90114194316963e-127,0.375127928627467,0.753,0.762,2.77479502957329e-122,"0","Sfpq"
"Nek8",1.49339902974817e-126,0.511447923236298,0.275,0.131,4.18525078086924e-122,"0","Nek8"
"Baiap2",6.23639102529499e-125,0.574869354821114,0.507,0.409,1.74774858483892e-120,"0","Baiap2"
"Mis18a",1.62714768133377e-124,0.750374982197539,0.475,0.371,4.56008137693789e-120,"0","Mis18a"
"Appl1",4.53540599595134e-124,0.673366352006062,0.495,0.4,1.27104753036536e-119,"0","Appl1"
"Unc5b",7.76182048662826e-124,0.570528327486475,0.361,0.224,2.17525019137757e-119,"0","Unc5b"
"Smad7",3.74725206775926e-122,0.469838355115711,0.621,0.549,1.05016739198953e-117,"0","Smad7"
"Mat2a",1.09477365748391e-121,0.447789152548774,0.689,0.676,3.06810317509865e-117,"0","Mat2a"
"Stx6",5.87476210642471e-121,0.593163970332152,0.487,0.399,1.64640208032553e-116,"0","Stx6"
"Tnfrsf18",6.21797812287786e-121,0.290126681848068,0.734,0.641,1.74258836893652e-116,"0","Tnfrsf18"
"D8Ertd738e",7.44928807376739e-121,0.390536879099269,0.845,0.86,2.08766298267331e-116,"0","D8Ertd738e"
"Slc38a1",1.06041109828404e-120,0.510078482020697,0.551,0.486,2.97180210294102e-116,"0","Slc38a1"
"Selk",2.98278279200653e-120,0.299914489545729,0.897,0.917,8.3592487745983e-116,"0","Selk"
"Fam174a",4.39175317820445e-120,0.563337604902879,0.536,0.484,1.2307888281918e-115,"0","Fam174a"
"Cops4",4.87495253912153e-120,0.566008931711837,0.472,0.383,1.36620544908881e-115,"0","Cops4"
